area,n_quartos,n_banheiros,vizinhanca,ano_contrucao,preco
255.48,3,3,Urbano,1979,328982.23
235.04,3,2,Suburbio,1983,271991.83
141.96,2,3,Rural,2016,150429.99
276.76,3,2,Suburbio,1992,329875.27
212.56,4,3,Urbano,1995,363715.72
246.1,5,3,Rural,1953,288751.05
119.94,5,2,Suburbio,1995,78787.24
182.83,5,3,Urbano,1978,209859.86
231.05,4,3,Rural,1967,243787.91
262.64,5,2,Urbano,1994,332199.12
239.97,2,1,Suburbio,2008,224706.18
264.03,2,2,Rural,1988,325574.65
101.82,4,1,Suburbio,1966,86958.92
270.35,4,2,Rural,1988,315015.45
196.77,2,1,Suburbio,2002,249741.43
218.23,4,1,Rural,1952,291704.49
99.69,4,2,Urbano,1975,89194.74
219.16,2,3,Suburbio,1985,225695.27
194.26,2,2,Suburbio,1961,190090.34
163.23,3,1,Urbano,1977,230410.74
273.23,3,1,Suburbio,1952,257287.84
195.1,5,1,Rural,1975,206978.27
112.13,4,2,Urbano,1976,135725.18
270.07,2,1,Rural,2012,212466.28
259.11,5,3,Urbano,1965,343283.62
208.47,3,3,Rural,2006,282930.71
212.28,4,3,Suburbio,1995,257211.07
130.9,5,2,Rural,1968,109802.6
123.56,4,3,Suburbio,1953,176739.58
124.77,5,2,Urbano,1988,283439.9
184.69,4,1,Rural,1998,241144.85
164.44,4,2,Rural,2008,131264.11
264.12,2,3,Suburbio,1982,306175.02
99.69,4,2,Urbano,2014,155070.95
247.12,3,2,Suburbio,2010,312818.2
252.98,2,2,Urbano,2015,198325.47
116.41,4,2,Suburbio,1996,176282.67
181.9,3,1,Suburbio,2006,234415.12
265.33,3,2,Suburbio,1981,376712.77
168.99,5,2,Rural,2007,168027.97
257.34,2,2,Rural,1995,279659.69
184.41,2,1,Suburbio,2005,238809.69
258.74,5,1,Urbano,1998,241473.4
123.65,5,1,Rural,2000,158551.53
224.92,5,2,Suburbio,1984,242350.68
219.99,2,2,Urbano,1991,222770.76
242.2,3,1,Urbano,1988,180789.09
162.21,3,2,Urbano,1958,174574.94
170.48,4,2,Suburbio,1996,276796.97
250.0,2,1,Rural,1980,354722.06
135.08,2,1,Urbano,1965,194743.64
272.11,5,3,Suburbio,2007,380295.28
198.63,2,1,Suburbio,1967,258340.21
121.89,2,1,Suburbio,1959,106077.22
187.39,3,1,Suburbio,1958,231782.67
113.99,2,1,Suburbio,1998,131205.33
170.29,3,2,Rural,1970,104999.81
172.52,3,1,Rural,1968,170001.48
210.7,2,2,Suburbio,1956,293928.45
168.8,3,2,Rural,1953,215261.65
236.81,5,1,Suburbio,1995,299857.7
187.39,3,1,Urbano,1966,188948.87
141.86,2,3,Rural,1978,224807.67
181.07,5,2,Rural,1977,262572.51
132.48,5,1,Suburbio,1977,91650.15
96.71,2,2,Suburbio,1953,127270.64
136.01,4,3,Rural,1953,180893.32
245.73,3,1,Urbano,1960,254114.43
118.64,3,3,Rural,2014,204317.84
170.48,4,2,Rural,1998,160925.31
94.58,5,3,Rural,1985,165478.15
98.94,4,3,Urbano,2007,59289.74
108.33,2,2,Urbano,1963,73984.91
242.29,4,2,Suburbio,2012,262085.66
187.57,5,2,Rural,1952,293831.33
130.25,2,2,Suburbio,1980,95489.25
272.67,2,2,Urbano,1999,311747.58
264.31,2,2,Rural,2004,285447.98
130.81,3,3,Rural,2012,181802.32
103.22,3,2,Rural,2008,71124.17
213.4,2,2,Rural,1976,250398.86
225.75,4,2,Suburbio,1974,336770.6
222.6,3,2,Rural,1955,344080.79
148.27,5,1,Urbano,1959,110087.27
153.29,3,3,Suburbio,1975,228062.55
191.57,4,3,Rural,1955,262698.54
102.57,3,1,Suburbio,1970,145852.34
122.91,4,3,Suburbio,1971,169048.6
261.62,4,3,Rural,1996,417157.26
277.04,3,2,Urbano,1989,287924.39
184.97,4,3,Rural,1996,121460.6
226.4,4,1,Rural,1987,296771.94
132.67,5,3,Urbano,1977,131307.9
151.8,2,1,Rural,2001,80039.29
160.63,2,1,Urbano,1961,192313.78
175.4,3,3,Suburbio,1973,195039.62
193.61,4,2,Urbano,1973,192699.45
244.8,3,1,Suburbio,2018,236864.98
216.46,3,3,Urbano,1958,281523.15
220.83,2,3,Suburbio,1984,312362.34
129.32,4,2,Urbano,1968,62371.59
111.76,3,2,Suburbio,2006,184878.29
116.78,3,3,Rural,1950,216471.7
137.96,2,2,Urbano,1998,159176.0
235.97,2,1,Urbano,2007,194880.85
134.25,2,3,Suburbio,1989,118294.22
253.81,3,2,Urbano,2011,220885.71
204.67,4,3,Urbano,1970,195598.08
187.94,2,2,Urbano,1956,224722.84
124.58,2,1,Urbano,1950,134402.27
105.17,4,3,Urbano,1970,173390.42
133.97,3,2,Suburbio,1956,163250.33
265.61,3,1,Urbano,1965,278557.13
116.31,4,1,Rural,2003,139948.76
117.43,2,2,Rural,2012,83112.63
101.45,5,3,Rural,2001,131128.48
249.44,4,2,Suburbio,1963,311212.49
226.13,5,2,Urbano,1951,264308.98
105.63,3,1,Urbano,1969,178426.65
207.27,3,2,Urbano,2017,247638.9
185.9,5,2,Urbano,1991,304239.78
247.12,2,3,Suburbio,1977,241664.83
257.25,5,2,Rural,1970,290189.27
241.18,2,3,Suburbio,1961,191394.34
121.33,4,2,Urbano,2004,204428.91
117.52,3,1,Urbano,1952,103306.14
152.83,3,2,Urbano,1968,262963.93
122.35,5,3,Rural,1950,72682.31
198.44,4,3,Urbano,1950,210227.7
176.52,5,2,Urbano,1953,295899.09
223.06,5,2,Suburbio,1953,315389.16
134.99,5,2,Urbano,1953,49068.96
110.55,2,3,Rural,1965,157586.91
270.72,3,3,Suburbio,1990,270531.83
228.82,3,1,Urbano,1983,306125.38
205.32,5,2,Rural,1950,229470.35
170.01,2,3,Suburbio,2013,238350.04
222.04,3,3,Urbano,1969,197641.73
196.21,2,3,Urbano,1972,221820.55
110.18,4,3,Suburbio,2021,163717.88
168.9,2,1,Rural,1963,148506.32
275.83,2,3,Suburbio,1988,300042.1
187.66,4,3,Suburbio,1996,308666.53
105.07,3,2,Rural,1989,154977.59
173.82,3,1,Rural,1995,113221.69
151.8,2,1,Urbano,1985,166724.66
239.97,2,1,Suburbio,1990,314824.11
262.27,4,2,Urbano,2008,285641.21
222.87,4,1,Rural,1965,290876.85
157.01,3,3,Suburbio,1984,243142.95
157.1,3,1,Suburbio,1978,116942.41
197.14,4,3,Suburbio,2009,263246.12
266.17,2,1,Rural,1980,313256.14
191.1,4,1,Rural,1966,283573.14
274.53,3,3,Suburbio,1975,303487.55
146.88,2,2,Suburbio,1966,193543.38
108.7,5,2,Rural,2009,221524.68
221.95,5,2,Rural,2016,321590.74
165.65,4,3,Rural,1967,183921.11
193.42,3,3,Suburbio,2002,232809.83
109.63,2,1,Urbano,2009,222548.08
94.58,5,1,Urbano,1995,17429.05
208.94,2,3,Suburbio,2003,164411.09
231.89,2,1,Urbano,2012,320882.0
196.77,2,1,Suburbio,1975,238530.3
174.66,2,2,Urbano,1984,260768.9
215.54,4,3,Suburbio,2005,267864.61
243.03,2,2,Rural,1984,309713.8
109.07,5,1,Urbano,1954,203542.76
208.57,5,1,Urbano,2000,275296.75
245.08,4,2,Rural,1981,286619.85
97.83,5,3,Urbano,1987,209560.0
157.38,2,1,Suburbio,1974,201890.88
172.99,5,3,Suburbio,1974,230633.36
225.38,3,2,Rural,2021,360293.69
217.49,2,1,Urbano,1989,193859.46
268.49,4,2,Suburbio,2019,240102.7
125.23,3,3,Rural,2020,258121.56
133.97,5,1,Urbano,1979,85587.8
170.2,3,3,Suburbio,2000,301556.31
146.69,5,3,Urbano,1973,199269.27
238.11,5,1,Urbano,1957,220293.53
260.96,5,2,Suburbio,1957,333017.28
119.01,4,1,Urbano,2009,102904.58
126.26,3,3,Suburbio,1980,129237.6
177.82,4,3,Suburbio,1994,243726.95
169.27,5,3,Suburbio,2012,173305.33
246.56,2,1,Rural,2017,234480.13
175.68,2,3,Rural,1951,250048.86
181.35,4,1,Urbano,1971,188059.2
247.96,2,1,Suburbio,1984,230317.57
152.36,3,3,Suburbio,1988,88452.11
188.69,2,3,Suburbio,2006,175849.46
145.11,2,3,Rural,2018,131376.16
138.43,5,2,Suburbio,2014,129981.15
124.49,3,2,Urbano,1980,232614.93
136.66,3,2,Urbano,1996,239247.23
261.62,2,3,Suburbio,1966,308310.45
251.77,5,3,Urbano,2016,278688.35
252.51,2,2,Urbano,2018,254615.63
253.35,2,1,Urbano,2008,291995.48
115.94,4,2,Suburbio,1978,152978.68
114.64,5,2,Suburbio,1992,99661.94
195.65,4,1,Suburbio,1958,284386.29
196.58,2,2,Suburbio,1959,196647.49
270.16,2,2,Urbano,2007,316121.7
224.55,5,2,Suburbio,1969,226848.41
169.36,3,1,Rural,2003,133220.84
212.84,2,1,Rural,1968,144592.96
226.68,2,2,Rural,1985,269720.79
151.53,4,3,Suburbio,2002,186247.49
242.11,4,2,Rural,2007,235810.5
141.96,5,1,Suburbio,1986,177639.78
211.45,4,1,Urbano,1979,242139.04
276.85,3,1,Suburbio,1978,353422.51
104.14,2,3,Suburbio,2009,61933.63
175.68,4,3,Urbano,1985,246076.09
93.74,3,3,Urbano,2003,84151.19
262.17,2,2,Suburbio,1982,296193.92
217.3,2,1,Suburbio,2017,115376.95
170.66,3,2,Rural,1999,155794.1
213.31,2,2,Rural,1974,227271.1
216.37,3,3,Urbano,1988,252319.67
262.73,3,2,Suburbio,1958,296442.05
207.45,4,3,Rural,1951,183456.28
276.94,5,3,Urbano,1989,378732.01
255.76,3,1,Suburbio,1974,229167.91
162.77,4,1,Rural,1987,224889.69
175.12,2,2,Suburbio,1974,159581.39
135.92,4,2,Urbano,1998,215679.34
158.96,3,1,Urbano,2012,202308.8
160.44,4,2,Urbano,2006,248363.57
159.42,5,1,Rural,2015,219058.18
273.88,2,1,Rural,1952,299957.34
226.59,4,3,Suburbio,1976,278477.64
208.01,2,1,Urbano,1979,208593.22
100.24,3,1,Urbano,1967,160661.66
260.31,5,3,Urbano,2007,353828.24
137.4,5,3,Suburbio,1976,124274.93
176.61,4,3,Rural,2010,163711.57
175.59,2,3,Suburbio,2012,267859.16
238.76,2,1,Urbano,2007,344530.56
262.36,4,1,Urbano,1966,245942.56
94.48,4,1,Rural,1953,79656.68
203.27,4,1,Rural,1970,187437.65
236.72,4,1,Suburbio,2007,227581.93
111.58,5,1,Suburbio,1960,197308.16
161.65,4,3,Rural,1967,266645.13
220.09,2,1,Urbano,1966,267564.2
221.95,3,3,Urbano,1963,342989.95
229.56,2,3,Rural,2011,307784.41
235.6,4,1,Rural,1963,255777.84
122.45,5,3,Urbano,1983,317693.8
112.97,4,1,Urbano,2009,144190.32
191.1,3,2,Urbano,2015,227786.62
268.86,4,3,Rural,1965,401424.47
117.52,3,2,Suburbio,1985,136205.96
247.4,4,3,Urbano,1977,285383.7
160.07,5,1,Rural,1961,225435.05
164.81,2,1,Rural,1978,218552.01
264.5,3,1,Urbano,2001,306747.27
195.38,2,1,Rural,1953,206383.56
250.84,4,3,Rural,2001,253350.63
131.18,2,1,Suburbio,1973,143412.34
211.35,5,2,Suburbio,1955,294153.41
189.06,5,3,Suburbio,1984,237050.76
130.06,2,2,Rural,1962,274079.02
263.75,2,1,Urbano,1990,271308.11
160.07,5,1,Urbano,1979,125328.4
119.01,3,1,Suburbio,1971,127187.6
198.35,3,3,Urbano,1977,224930.18
159.98,5,2,Rural,1955,258130.6
223.06,5,1,Suburbio,1989,266759.08
162.58,3,1,Suburbio,2013,212794.16
117.71,2,1,Rural,1991,189181.24
273.14,2,3,Rural,1963,410190.91
120.5,4,3,Suburbio,2008,86787.39
217.39,3,1,Suburbio,2003,294349.41
145.77,5,2,Urbano,1979,183027.28
140.1,4,1,Suburbio,1950,171325.89
276.2,2,3,Rural,2021,297612.31
143.54,3,1,Suburbio,1972,101295.32
164.81,4,2,Suburbio,1986,163207.43
126.72,2,3,Urbano,1994,125179.41
143.63,5,2,Urbano,1973,244383.18
117.99,2,2,Urbano,1950,244628.07
277.22,2,1,Suburbio,1953,313834.02
231.98,3,3,Rural,1966,323155.17
161.47,5,3,Rural,1992,126754.72
142.7,3,3,Urbano,1969,196838.75
209.68,5,2,Urbano,2021,218913.57
98.29,4,3,Rural,1982,133452.5
211.26,2,2,Urbano,2006,297953.8
266.63,3,3,Suburbio,2006,334236.66
100.8,5,1,Urbano,1974,118835.81
163.7,3,2,Rural,2001,227431.58
129.04,2,1,Urbano,2007,244621.39
204.67,2,1,Urbano,2006,258328.66
159.61,4,1,Urbano,2015,167795.23
172.34,5,1,Suburbio,2019,147792.78
106.65,5,2,Rural,1984,189579.25
146.97,4,3,Urbano,2015,153162.77
104.05,4,2,Suburbio,2021,140800.66
163.88,5,1,Rural,1957,261680.29
149.02,5,1,Rural,1995,167533.75
116.59,3,3,Suburbio,2011,207268.58
163.97,5,1,Suburbio,2013,179284.56
173.08,3,2,Rural,1979,162020.98
167.13,3,2,Urbano,1978,182070.6
216.65,3,2,Suburbio,1995,275456.46
98.29,3,2,Suburbio,2000,80597.96
187.76,2,1,Suburbio,1986,214093.54
194.35,4,3,Suburbio,1968,342231.36
229.38,4,2,Suburbio,1953,329222.2
128.86,5,1,Suburbio,2003,132466.74
195.93,4,2,Rural,2001,330196.5
165.83,4,3,Urbano,1987,249187.78
209.03,2,1,Urbano,1950,288267.45
147.9,3,2,Urbano,1983,205481.68
246.1,3,3,Rural,1980,282312.83
205.04,3,1,Rural,1984,317882.75
261.52,4,1,Rural,1960,339017.43
217.86,4,2,Suburbio,1967,309776.9
177.26,5,1,Suburbio,2019,199344.27
217.49,2,1,Suburbio,1993,245705.02
145.39,2,2,Rural,1992,140766.19
129.88,5,2,Urbano,1984,189333.94
253.81,5,1,Suburbio,1963,318956.22
176.33,5,2,Rural,1998,240084.06
215.16,3,2,Suburbio,2016,253488.31
120.03,3,1,Urbano,1959,149298.69
137.87,3,2,Urbano,2009,222156.08
271.46,3,3,Rural,1981,353719.17
229.47,5,1,Suburbio,2006,353078.41
167.41,5,1,Suburbio,1978,219249.0
252.23,5,3,Urbano,2016,238110.98
270.81,3,2,Rural,1973,376692.41
226.22,3,2,Rural,1976,230039.86
235.14,4,2,Suburbio,1964,291506.87
256.13,5,1,Suburbio,1977,360298.39
260.96,2,2,Rural,2019,389053.32
175.49,2,2,Urbano,1950,185371.08
115.48,4,1,Suburbio,1950,154425.04
226.96,3,1,Rural,1969,161784.49
274.25,5,2,Rural,2020,342583.62
182.0,3,3,Rural,1977,190658.74
202.25,3,1,Rural,1951,258881.87
168.62,2,3,Rural,1998,146364.73
227.33,2,3,Urbano,2018,285927.73
118.17,5,1,Suburbio,2011,185377.48
274.9,5,3,Urbano,1956,408319.43
248.05,3,2,Rural,1957,190513.83
264.59,3,3,Suburbio,1992,371918.98
141.12,4,2,Suburbio,1998,102236.89
199.83,3,1,Rural,1989,173704.5
222.6,4,2,Urbano,1974,199676.47
145.58,3,1,Urbano,2013,256007.66
152.08,3,3,Suburbio,1972,162254.05
107.58,3,1,Suburbio,2008,151418.28
240.99,5,2,Rural,1974,249654.64
240.9,5,1,Urbano,1950,327729.29
153.38,5,3,Urbano,1982,254363.06
109.16,4,3,Rural,1963,207735.46
274.06,4,2,Urbano,1950,346570.22
150.41,5,2,Urbano,2002,211393.06
112.41,4,1,Rural,2004,117881.12
134.34,5,2,Urbano,1973,242385.86
147.25,2,1,Suburbio,1961,188015.47
108.33,5,2,Urbano,1962,226186.23
135.55,2,3,Suburbio,1972,105528.72
177.91,3,3,Urbano,2017,152422.15
221.11,4,2,Rural,1983,285623.08
216.19,4,1,Rural,1976,288167.7
209.59,5,3,Suburbio,2008,227653.53
218.32,3,1,Urbano,2014,309071.58
270.07,3,3,Urbano,2002,262616.22
204.85,3,2,Suburbio,1961,239974.85
246.84,3,2,Suburbio,1956,328716.5
218.97,4,2,Suburbio,2011,327062.78
254.37,5,3,Rural,2020,303638.57
277.78,5,2,Urbano,2000,255831.35
190.64,2,2,Rural,2000,230028.53
159.14,4,2,Rural,1995,219999.06
196.58,2,1,Suburbio,1999,258271.07
170.94,3,2,Suburbio,2005,232352.34
173.45,5,1,Rural,2012,225947.46
156.73,2,1,Urbano,1993,265847.11
123.47,4,3,Suburbio,1958,239452.54
255.11,5,2,Urbano,1986,238485.95
205.04,4,3,Suburbio,1999,255090.09
101.64,5,2,Suburbio,2020,70455.13
165.74,4,1,Urbano,1986,92679.11
153.1,4,3,Rural,2019,158452.72
257.53,5,1,Rural,1976,300675.35
125.61,4,2,Rural,1978,113556.0
179.21,4,3,Rural,1983,129901.43
180.23,3,2,Rural,2010,168404.88
184.23,5,3,Urbano,2020,308516.22
212.56,2,2,Suburbio,2006,275255.63
248.05,5,1,Suburbio,1967,294821.02
248.89,5,1,Suburbio,1961,294706.15
189.71,3,3,Rural,2016,230200.78
256.97,2,2,Rural,1981,292814.8
152.83,2,2,Suburbio,2021,212720.23
150.97,2,1,Urbano,2015,304931.45
234.3,4,3,Urbano,1959,173284.03
105.72,4,2,Rural,2006,68994.9
247.12,4,2,Suburbio,1960,313845.22
159.33,2,1,Suburbio,2000,175817.53
241.18,5,2,Suburbio,1990,298112.19
163.6,5,1,Rural,1986,100738.78
263.19,2,3,Suburbio,1976,238069.4
236.72,2,2,Rural,1981,276807.44
272.3,3,2,Suburbio,1981,285056.75
116.5,4,1,Rural,2021,121916.07
195.84,4,1,Rural,1952,179649.88
230.49,4,2,Suburbio,2011,263115.02
237.37,3,1,Urbano,1952,212975.1
240.15,3,1,Urbano,1954,216428.2
155.61,3,3,Urbano,1954,220785.72
101.36,2,1,Urbano,1988,129028.32
243.68,3,2,Rural,2011,317825.89
194.35,5,1,Urbano,1996,216294.02
96.25,2,2,Rural,2002,154261.41
259.01,2,2,Rural,2000,409762.02
258.92,4,1,Urbano,2018,262795.14
105.82,4,2,Suburbio,1981,95558.19
173.36,3,3,Urbano,1960,241819.92
270.91,5,3,Rural,1975,329532.87
155.98,2,2,Urbano,2008,195089.17
240.53,2,3,Rural,1981,396522.66
271.37,2,1,Suburbio,1977,331405.51
204.48,4,1,Suburbio,1952,233171.54
263.1,4,1,Suburbio,2015,275133.03
263.47,5,2,Rural,1965,272480.38
268.86,4,1,Suburbio,1958,275553.72
245.36,5,1,Suburbio,1998,292983.29
105.54,4,2,Urbano,1980,97160.26
110.46,5,3,Urbano,2017,210597.56
247.4,4,1,Rural,1970,242006.52
124.58,4,2,Urbano,2020,150648.37
239.88,3,3,Rural,1992,351506.48
188.41,3,3,Suburbio,2015,193842.06
183.11,3,3,Urbano,1987,241457.11
211.82,5,1,Urbano,2010,259151.34
263.38,5,3,Urbano,1978,248679.54
154.31,5,3,Rural,1988,213690.45
262.82,5,3,Suburbio,1957,313362.74
115.39,3,1,Rural,2009,197214.66
261.06,2,2,Rural,2005,338938.57
254.83,4,3,Urbano,2015,368930.81
131.37,4,2,Rural,2001,166318.25
246.19,5,3,Suburbio,1988,276041.05
158.49,3,3,Rural,2006,136528.42
124.68,2,1,Urbano,1994,149644.12
156.17,3,3,Urbano,1989,305068.84
223.15,4,3,Suburbio,1952,212113.05
243.13,5,2,Rural,1967,321711.52
249.82,5,1,Rural,1985,381317.35
153.48,3,2,Rural,2018,219551.93
264.68,5,2,Rural,1971,385325.96
106.37,2,2,Rural,2015,195716.51
122.82,4,2,Rural,2004,146805.26
104.14,2,1,Suburbio,1995,131751.72
211.35,3,3,Suburbio,1956,314772.17
267.38,4,1,Rural,1995,311561.92
271.46,2,3,Rural,1970,285871.5
121.7,2,3,Rural,1989,181418.97
148.65,2,2,Urbano,1983,208223.04
136.94,4,3,Urbano,2005,168808.55
145.77,4,1,Rural,2006,201822.22
233.65,5,3,Urbano,2018,219087.32
146.23,3,1,Rural,1981,108262.65
125.05,5,1,Rural,1996,155743.16
168.99,3,1,Rural,1978,167163.95
233.19,4,3,Rural,1981,267843.93
231.89,2,2,Rural,2018,348697.19
128.3,5,1,Rural,1954,122608.49
213.96,4,2,Urbano,2018,197068.26
99.5,4,1,Suburbio,1985,99259.67
141.21,4,3,Rural,2004,275699.76
221.95,5,1,Urbano,1996,276931.77
179.49,4,3,Urbano,2012,218931.1
196.68,3,3,Rural,2001,252767.9
222.6,3,3,Urbano,2018,225944.92
124.3,2,3,Rural,1973,76654.07
228.54,5,2,Urbano,1979,272191.0
219.16,5,3,Urbano,1987,294301.4
154.5,5,1,Rural,2001,236726.96
233.65,5,2,Suburbio,2021,311833.17
273.14,5,2,Rural,1987,272794.23
268.58,4,2,Suburbio,1988,263084.37
96.53,4,2,Urbano,2001,113083.89
221.3,3,1,Suburbio,1960,220060.51
146.14,5,3,Rural,1969,187253.09
211.54,5,1,Rural,2000,164846.47
182.55,5,3,Urbano,2014,199570.41
146.79,3,2,Suburbio,1995,233184.76
224.92,5,2,Rural,1967,271960.33
258.27,5,2,Urbano,2001,317215.21
269.42,4,2,Suburbio,1978,377971.37
108.6,3,3,Urbano,1980,139054.84
252.05,4,2,Rural,1950,329886.34
157.94,2,3,Urbano,1955,218842.26
140.28,5,2,Urbano,1966,253924.58
212.1,2,1,Rural,1958,171411.32
147.07,5,2,Rural,2014,242353.96
184.23,2,3,Urbano,1964,150261.18
135.45,4,3,Suburbio,1966,143672.05
141.96,3,1,Suburbio,2005,153476.27
269.88,2,3,Rural,1999,337891.26
124.49,4,1,Urbano,2014,192418.7
98.11,2,2,Rural,1976,199198.66
113.06,2,2,Suburbio,2000,183612.26
150.32,3,2,Rural,2019,170319.08
168.62,4,3,Urbano,1969,271168.42
275.27,3,2,Rural,2018,273854.13
251.58,5,2,Suburbio,2010,301978.74
160.72,3,2,Urbano,1980,197351.39
135.92,3,2,Suburbio,1967,175026.05
115.76,2,2,Urbano,1967,195016.41
160.63,2,3,Suburbio,2019,312300.22
127.46,2,3,Suburbio,1984,224255.68
131.55,4,3,Urbano,1987,163063.83
190.82,3,3,Rural,1952,215626.08
127.0,5,2,Urbano,1978,141481.04
144.74,2,3,Suburbio,1988,112538.96
247.96,5,1,Urbano,2001,417288.75
102.84,3,2,Urbano,1988,170108.08
147.07,3,2,Rural,2007,151759.25
170.76,3,1,Suburbio,2005,267471.3
131.64,5,3,Urbano,2007,210694.35
245.54,5,1,Rural,1953,361345.92
169.08,5,3,Rural,2006,219889.37
224.92,3,1,Suburbio,2009,275298.49
213.21,3,2,Suburbio,2014,188850.01
156.26,2,3,Rural,1964,165912.3
198.72,4,3,Suburbio,1969,141227.01
266.07,5,3,Suburbio,1959,291356.17
242.38,4,2,Suburbio,1969,303110.87
116.59,5,3,Rural,1989,238269.71
195.47,5,1,Urbano,2000,260588.63
165.27,4,3,Urbano,1962,118611.67
199.83,4,3,Suburbio,1959,288737.39
170.66,5,2,Rural,1977,163399.31
177.82,3,1,Suburbio,1978,176147.74
114.64,2,1,Urbano,2014,77586.79
144.19,5,1,Rural,1985,202603.23
109.63,2,3,Urbano,1974,183590.59
107.4,3,3,Urbano,2008,193759.27
230.12,3,2,Urbano,2000,330335.07
145.86,2,2,Rural,2021,152300.54
172.43,5,3,Rural,1952,193021.48
258.64,2,1,Urbano,2012,373523.26
253.35,5,1,Rural,1974,338119.53
190.17,4,3,Suburbio,1977,260811.46
231.89,5,1,Rural,1994,227488.67
225.1,4,1,Rural,1985,224540.4
180.88,4,3,Urbano,1985,263271.87
147.81,2,2,Suburbio,1966,200770.18
105.26,4,3,Suburbio,2017,126927.31
131.92,2,2,Rural,1976,136925.43
112.6,2,1,Suburbio,1969,139062.84
176.42,3,2,Rural,2012,142321.34
137.59,2,2,Urbano,1965,88575.91
125.14,3,3,Suburbio,1966,223584.67
108.23,3,1,Suburbio,1983,95245.93
179.86,2,1,Suburbio,1967,200024.1
125.14,5,1,Suburbio,2016,146356.87
171.68,5,2,Suburbio,1998,158301.51
129.79,2,2,Urbano,1961,163954.28
146.97,4,3,Rural,1986,208753.82
160.26,2,1,Rural,1966,199278.13
228.36,4,1,Urbano,1993,355668.39
241.55,5,2,Urbano,2007,229982.65
208.47,4,2,Urbano,1952,243730.7
121.42,2,2,Rural,1950,77399.8
184.88,4,1,Urbano,1996,204138.93
166.95,3,1,Suburbio,2019,153311.38
252.7,3,3,Rural,1993,370376.99
159.61,2,3,Urbano,2006,162500.39
136.1,2,1,Suburbio,1962,118760.81
102.01,2,3,Rural,1953,135237.38
210.43,5,2,Suburbio,1959,238724.11
107.49,5,3,Urbano,2015,172129.93
149.48,5,2,Urbano,1958,189815.66
144.28,3,3,Suburbio,2011,183602.66
153.29,4,1,Urbano,1956,222175.07
261.8,3,2,Suburbio,1965,263133.01
178.28,4,3,Urbano,2011,247707.06
113.9,4,1,Rural,1951,174980.14
132.11,2,2,Urbano,1987,155250.79
194.63,2,2,Rural,1975,269798.01
115.39,5,1,Rural,2021,180150.89
142.05,2,1,Suburbio,1960,126035.94
242.66,3,2,Urbano,1982,163570.92
192.12,3,1,Suburbio,2000,232845.13
231.79,3,3,Urbano,2019,302305.52
127.28,2,3,Rural,2002,152781.08
267.38,2,2,Urbano,1968,336110.52
153.38,4,2,Suburbio,1973,205754.83
156.82,4,3,Suburbio,1973,150400.94
161.0,2,1,Rural,1984,113485.6
274.06,3,1,Rural,1956,268934.42
101.36,2,2,Suburbio,1950,137955.17
189.99,5,1,Rural,2001,281365.38
108.79,5,2,Rural,2019,122363.76
244.06,3,1,Suburbio,1961,217680.47
205.78,5,1,Suburbio,1977,150048.32
195.1,2,1,Suburbio,1987,293855.12
214.05,2,3,Suburbio,1975,217583.91
221.76,4,2,Suburbio,1967,340616.86
109.44,5,1,Rural,2006,237739.66
114.92,5,1,Urbano,2006,189330.81
200.48,5,3,Urbano,1999,212699.54
174.29,5,3,Urbano,1959,172808.58
176.61,3,3,Rural,1996,166409.29
118.82,3,2,Suburbio,1965,181444.54
189.71,2,3,Rural,2021,206075.3
243.22,5,3,Suburbio,2009,387343.18
161.56,4,1,Rural,1992,191646.76
127.28,2,1,Rural,2020,198801.59
260.13,2,3,Rural,2003,288371.28
198.35,3,1,Urbano,2008,314785.6
258.83,2,1,Rural,1993,248379.44
250.75,4,3,Rural,1997,310865.44
173.64,5,3,Rural,2013,223707.33
251.12,2,3,Rural,2002,374100.38
187.48,4,3,Rural,1984,202270.12
113.34,3,3,Rural,2018,181915.96
178.28,3,1,Suburbio,1978,267717.88
121.05,5,2,Rural,2001,106640.98
253.25,2,1,Suburbio,1986,305871.65
218.14,4,3,Suburbio,1983,173548.02
228.54,3,2,Rural,1966,300911.12
133.5,4,2,Rural,1998,158820.05
203.74,3,2,Urbano,1962,299178.03
127.65,3,1,Urbano,2004,201039.5
239.69,5,3,Suburbio,2013,238455.64
128.21,4,1,Urbano,1954,250148.92
184.41,4,2,Urbano,1997,208027.0
94.11,4,1,Urbano,1970,63236.25
161.84,3,3,Urbano,1973,150219.84
154.96,5,1,Urbano,1987,224256.56
139.26,4,2,Urbano,1953,278258.56
247.96,2,2,Rural,1955,262666.26
224.27,4,1,Urbano,1983,295454.54
238.95,3,3,Suburbio,1995,321542.72
145.3,5,3,Urbano,1972,236672.52
142.05,4,3,Urbano,1998,140257.04
138.52,4,1,Urbano,1967,257569.1
239.04,4,2,Urbano,1987,324060.46
252.88,2,1,Suburbio,1981,274738.81
223.71,3,2,Rural,2012,205816.29
206.15,2,1,Suburbio,1971,154476.89
162.95,2,2,Suburbio,1984,183029.28
120.68,3,3,Rural,2011,206314.15
168.53,3,1,Suburbio,1960,133329.54
143.63,4,3,Suburbio,1969,172563.53
160.35,3,1,Urbano,1977,157963.93
160.72,4,3,Rural,2009,128247.72
169.73,2,2,Rural,1996,202296.15
148.74,4,2,Suburbio,1988,242041.05
216.56,3,2,Rural,2010,258257.83
211.35,4,2,Rural,2020,203101.85
